EmployeeID,Name,Department,Region,Gender,Age,Salary,JoiningDate,PerformanceScore,Sales,Salary_per_year_experience,Category_salary,is_outlier
229,Employee_229,IT,East,Male,56.0,91330.0,2015-08-17,4.0,18356.0,9133.0,Medium,False
3337,Employee_3337,Finance,North,Male,44.0,100886.0,2024-02-19,4.0,42976.0,100886.0,High,False
2269,Employee_2269,Sales,North,Male,30.0,44066.0,2021-03-18,1.0,24419.0,11016.5,Low,False
3853,Employee_3853,Sales,West,Female,26.0,86467.0,2025-07-19,1.0,18612.0,inf,Medium,False
502,Employee_502,Sales,West,Female,46.0,54256.0,2016-05-16,4.0,15139.0,6028.444444444444,Medium,False
3129,Employee_3129,Marketing,East,Male,32.0,78436.0,2023-07-26,1.0,15375.0,39218.0,Medium,False
3353,Employee_3353,IT,South,Male,45.0,97107.0,2024-03-06,1.0,36264.0,97107.0,Medium,False
4175,Employee_4175,Marketing,South,Female,38.0,112804.0,2026-06-06,5.0,13522.0,-112804.0,High,False
1635,Employee_1635,HR,East,Male,21.0,116450.0,2019-06-23,3.0,12568.0,19408.333333333332,High,False
1481,Employee_1481,HR,South,Female,44.0,59550.0,2019-01-20,2.0,43082.0,9925.0,Medium,False
2116,Employee_2116,Marketing,South,Female,58.0,78241.0,2020-10-16,1.0,6499.0,15648.2,Medium,False
4000,Employee_4000,HR,South,Female,26.0,53952.0,2025-12-13,1.0,26524.0,inf,Medium,False
562,Employee_562,Sales,North,Male,32.0,77280.0,2016-07-15,4.0,39875.0,8586.666666666666,Medium,False
4199,Employee_4199,IT,North,Male,22.0,35349.0,2026-06-30,4.0,47954.0,-35349.0,Low,False
3698,Employee_3698,Finance,East,Male,49.0,98480.0,2025-02-14,4.0,20945.0,inf,Medium,False
1745,Employee_1745,Sales,East,Female,54.0,47469.0,2019-10-11,5.0,20311.0,7911.5,Low,False
280,Employee_280,IT,North,Male,43.0,86869.0,2015-10-07,4.0,18973.0,8686.9,Medium,False
2267,Employee_2267,IT,West,Male,25.0,57678.0,2021-03-16,3.0,14684.0,14419.5,Medium,False
158,Employee_158,Marketing,East,Male,20.0,106380.0,2015-06-07,5.0,16838.0,10638.0,High,False
539,Employee_539,HR,North,Female,39.0,77199.0,2016-06-22,1.0,20389.0,8577.666666666666,Medium,False
4115,Employee_4115,IT,North,Female,22.0,106524.0,2026-04-07,3.0,208.0,-106524.0,High,False
4458,Employee_4458,Finance,South,Female,23.0,44570.0,2027-03-16,5.0,12920.0,-22285.0,Low,False
1651,Employee_1651,Finance,South,Male,21.0,85256.0,2019-07-09,1.0,39871.0,14209.333333333334,Medium,False
3151,Employee_3151,Sales,North,Male,42.0,58429.0,2023-08-17,4.0,27338.0,29214.5,Medium,False
765,Employee_765,HR,South,Male,24.0,100683.0,2017-02-03,2.0,22203.0,12585.375,High,False
1865,Employee_1865,Finance,West,Female,59.0,32711.0,2020-02-08,3.0,21416.0,6542.2,Low,False
3486,Employee_3486,IT,South,Male,23.0,53368.0,2024-07-17,1.0,27621.0,53368.0,Medium,False
732,Employee_732,Marketing,West,Male,54.0,56245.0,2017-01-01,2.0,17881.0,7030.625,Medium,False
85,Employee_85,Sales,South,Female,36.0,56547.0,2015-03-26,1.0,44857.0,5654.7,Medium,False
2581,Employee_2581,Sales,South,Female,51.0,71616.0,2022-01-24,3.0,23845.0,23872.0,Medium,False
3208,Employee_3208,Sales,West,Female,35.0,66817.0,2023-10-13,3.0,24782.941200242472,33408.5,Medium,False
2975,Employee_2975,IT,East,Male,49.0,48913.0,2023-02-22,2.0,5282.0,24456.5,Low,False
2697,Employee_2697,IT,East,Male,30.0,72294.0,2022-05-20,4.0,34750.0,24098.0,Medium,False
1339,Employee_1339,Finance,West,Male,38.0,95311.0,2018-08-31,5.0,45955.0,13615.857142857143,Medium,False
3903,Employee_3903,Marketing,South,Male,32.0,65702.0,2025-09-07,1.0,42858.0,inf,Medium,False
912,Employee_912,IT,South,Female,25.0,47603.0,2017-06-30,5.0,26468.0,5950.375,Low,False
30,Employee_30,Finance,North,Male,20.0,69865.0,2015-01-30,4.0,39678.0,6986.5,Medium,False
678,Employee_678,IT,West,Male,48.0,108950.0,2016-11-08,3.0,40943.0,12105.555555555555,High,False
4502,Employee_4502,Marketing,East,Male,22.0,83252.0,2027-04-29,3.0,38253.0,-41626.0,Medium,False
3686,Employee_3686,Marketing,West,Male,56.0,31304.0,2025-02-02,3.0,783.0,inf,Low,False
3742,Employee_3742,Finance,East,Female,21.0,63826.0,2025-03-30,2.0,13805.0,inf,Medium,False
1621,Employee_1621,Finance,East,Female,44.0,75955.0,2019-06-09,5.0,22438.0,12659.166666666666,Medium,False
423,Employee_423,HR,East,Male,25.0,49450.0,2016-02-27,5.0,10584.0,5494.444444444444,Low,False
1666,Employee_1666,Marketing,North,Female,42.0,110442.0,2019-07-24,1.0,43655.0,18407.0,High,False
4990,Employee_4990,Marketing,West,Female,47.0,110912.0,2028-08-29,2.0,7408.0,-36970.666666666664,High,False
2728,Employee_2728,IT,East,Male,30.0,31403.0,2022-06-20,3.0,24169.0,10467.666666666666,Low,False
3194,Employee_3194,HR,South,Male,51.0,116340.0,2023-09-29,2.0,38247.0,58170.0,High,False
3969,Employee_3969,IT,North,Female,41.0,117762.0,2025-11-12,3.0,25392.0,inf,High,False
169,Employee_169,Sales,West,Male,57.0,91794.0,2015-06-18,3.0,32667.0,9179.4,Medium,False
3835,Employee_3835,Marketing,North,Male,30.0,76696.0,2025-07-01,5.0,30524.0,inf,Medium,False
3482,Employee_3482,Marketing,South,Female,37.0,113504.0,2024-07-13,4.0,42476.0,113504.0,High,False
3470,Employee_3470,IT,West,Female,58.0,111204.0,2024-07-01,5.0,28756.0,111204.0,High,False
228,Employee_228,HR,South,Male,36.0,69916.0,2015-08-16,4.0,27279.0,6991.6,Medium,False
2655,Employee_2655,Finance,West,Male,35.0,31780.0,2022-04-08,4.0,11926.0,10593.333333333334,Low,False
487,Employee_487,Sales,North,Female,58.0,65545.0,2016-05-01,4.0,42633.0,7282.777777777777,Medium,False
1695,Employee_1695,HR,North,Male,49.0,101677.0,2019-08-22,2.0,2560.0,16946.166666666668,High,False
1201,Employee_1201,HR,East,Female,34.0,34934.0,2018-04-15,3.0,42933.0,4990.571428571428,Low,False
2686,Employee_2686,IT,South,Female,40.0,118732.0,2022-05-09,4.0,32826.0,39577.333333333336,High,False
3173,Employee_3173,IT,East,Female,22.0,82330.0,2023-09-08,4.0,18345.0,41165.0,Medium,False
24,Employee_24,Sales,North,Male,52.0,87702.0,2015-01-24,2.0,18025.0,8770.2,Medium,False
3085,Employee_3085,Marketing,West,Female,39.0,46265.0,2023-06-12,4.0,12321.0,23132.5,Low,False
3131,Employee_3131,Marketing,South,Male,26.0,46972.0,2023-07-28,4.0,11802.0,23486.0,Low,False
2537,Employee_2537,Finance,West,Female,39.0,98947.0,2021-12-11,5.0,27456.0,24736.75,Medium,False
2898,Employee_2898,IT,South,Male,23.0,48243.0,2022-12-07,3.0,30504.0,16081.0,Low,False
4841,Employee_4841,IT,South,Female,50.0,100417.0,2028-04-02,4.0,48203.0,-33472.333333333336,High,False
2094,Employee_2094,Marketing,North,Female,21.0,55992.0,2020-09-24,1.0,36081.0,11198.4,Medium,False
240,Employee_240,Marketing,West,Male,50.0,41075.0,2015-08-28,2.0,19005.0,4107.5,Low,False
3572,Employee_3572,Finance,West,Female,37.0,69460.0,2024-10-11,5.0,7476.0,69460.0,Medium,False
3766,Employee_3766,Sales,North,Male,39.0,94766.0,2025-04-23,5.0,9512.0,inf,Medium,False
2017,Employee_2017,Sales,East,Female,49.0,47130.0,2020-07-09,5.0,19884.0,9426.0,Low,False
4039,Employee_4039,HR,North,Male,42.0,84086.0,2026-01-21,3.0,15362.0,-84086.0,Medium,False
298,Employee_298,IT,East,Female,22.0,92958.0,2015-10-25,2.0,18190.0,9295.8,Medium,False
249,Employee_249,Finance,South,Female,44.0,106023.0,2015-09-06,5.0,18530.0,10602.3,High,False
2136,Employee_2136,Sales,South,Female,31.0,113035.0,2020-11-05,4.0,49270.0,22607.0,High,False
374,Employee_374,IT,East,Male,37.0,35380.0,2016-01-09,5.0,305.0,3931.1111111111113,Low,False
882,Employee_882,Marketing,South,Female,33.0,82268.0,2017-05-31,1.0,20856.0,10283.5,Medium,False
2308,Employee_2308,Sales,North,Male,34.0,114982.0,2021-04-26,1.0,36536.0,28745.5,High,False
3888,Employee_3888,IT,West,Female,37.0,62734.0,2025-08-23,5.0,22469.0,inf,Medium,False
4504,Employee_4504,Sales,South,Female,33.0,42501.0,2027-05-01,4.0,17157.0,-21250.5,Low,False
2992,Employee_2992,Marketing,North,Male,45.0,60889.0,2023-03-11,4.0,5196.0,30444.5,Medium,False
725,Employee_725,Sales,East,Male,50.0,114845.0,2016-12-25,2.0,23593.0,12760.555555555555,High,False
2221,Employee_2221,Marketing,East,Female,38.0,70626.0,2021-01-29,4.0,24782.941200242472,17656.5,Medium,False
2218,Employee_2218,HR,North,Female,59.0,92580.0,2021-01-26,4.0,39144.0,23145.0,Medium,False
1469,Employee_1469,Sales,North,Female,54.0,48460.0,2019-01-08,4.0,3888.0,8076.666666666667,Low,False
1593,Employee_1593,Sales,South,Male,20.0,77431.0,2019-05-12,4.0,36492.0,12905.166666666666,Medium,False
3952,Employee_3952,Finance,North,Male,27.0,118296.0,2025-10-26,1.0,3410.0,inf,High,False
2446,Employee_2446,Finance,South,Female,28.0,61147.0,2021-09-11,2.0,40396.0,15286.75,Medium,False
3092,Employee_3092,HR,South,Male,22.0,106377.0,2023-06-19,2.0,33983.0,53188.5,High,False
928,Employee_928,Finance,West,Male,25.0,80511.0,2017-07-16,3.0,10982.0,10063.875,Medium,False
4580,Employee_4580,IT,East,Male,20.0,61126.0,2027-07-16,3.0,30410.0,-30563.0,Medium,False
4653,Employee_4653,IT,North,Male,46.0,43341.0,2027-09-27,2.0,3122.0,-21670.5,Low,False
600,Employee_600,Marketing,West,Male,35.0,35131.0,2016-08-22,3.0,36795.0,3903.4444444444443,Low,False
1393,Employee_1393,Marketing,West,Male,36.0,39262.0,2018-10-24,3.0,32991.0,5608.857142857143,Low,False
2228,Employee_2228,Sales,South,Male,21.0,63411.0,2021-02-05,4.0,1619.0,15852.75,Medium,False
4177,Employee_4177,HR,West,Male,43.0,66417.0,2026-06-08,1.0,36840.0,-66417.0,Medium,False
1610,Employee_1610,IT,South,Female,46.0,116821.0,2019-05-29,5.0,4716.0,19470.166666666668,High,False
4291,Employee_4291,Finance,East,Male,47.0,58831.0,2026-09-30,1.0,11111.0,-58831.0,Medium,False
2877,Employee_2877,Marketing,South,Male,51.0,88676.0,2022-11-16,2.0,25604.0,29558.666666666668,Medium,False
3289,Employee_3289,Marketing,South,Female,56.0,55412.0,2024-01-02,2.0,8511.0,55412.0,Medium,False
2143,Employee_2143,Sales,West,Male,55.0,81902.0,2020-11-12,4.0,24087.0,16380.4,Medium,False
472,Employee_472,Marketing,East,Female,47.0,106864.0,2016-04-16,1.0,36918.0,11873.777777777777,High,False
1245,Employee_1245,Sales,East,Female,43.0,45915.0,2018-05-29,1.0,9821.0,6559.285714285715,Low,False
3691,Employee_3691,Sales,South,Male,42.0,105886.0,2025-02-07,2.0,1103.0,inf,High,False
4222,Employee_4222,Marketing,East,Male,42.0,69713.0,2026-07-23,4.0,19026.0,-69713.0,Medium,False
1074,Employee_1074,IT,South,Female,39.0,30042.0,2017-12-09,2.0,22894.0,3755.25,Low,False
1045,Employee_1045,IT,West,Male,55.0,95623.0,2017-11-10,5.0,24877.0,11952.875,Medium,False
1715,Employee_1715,Finance,North,Female,24.0,76162.0,2019-09-11,4.0,43478.0,12693.666666666666,Medium,False
4041,Employee_4041,Marketing,East,Male,42.0,113232.0,2026-01-23,3.0,39986.0,-113232.0,High,False
4779,Employee_4779,Marketing,East,Male,53.0,31552.0,2028-01-31,3.0,22555.0,-10517.333333333334,Low,False
1035,Employee_1035,Finance,North,Male,51.0,93925.0,2017-10-31,5.0,3103.0,11740.625,Medium,False
4418,Employee_4418,IT,East,Female,54.0,36251.0,2027-02-04,3.0,27132.0,-18125.5,Low,False
1753,Employee_1753,Finance,East,Male,36.0,37543.0,2019-10-19,4.0,24899.0,6257.166666666667,Low,False
3650,Employee_3650,Finance,South,Female,39.0,113301.0,2024-12-28,4.0,1843.0,113301.0,High,False
4809,Employee_4809,Marketing,South,Male,22.0,106226.0,2028-03-01,1.0,10541.0,-35408.666666666664,High,False
1555,Employee_1555,Sales,East,Female,46.0,38009.0,2019-04-04,5.0,1903.0,6334.833333333333,Low,False
4196,Employee_4196,Marketing,North,Male,35.0,117340.0,2026-06-27,4.0,3088.0,-117340.0,High,False
2987,Employee_2987,IT,West,Female,27.0,46350.0,2023-03-06,5.0,38020.0,23175.0,Low,False
2722,Employee_2722,Sales,North,Female,35.0,38727.0,2022-06-14,1.0,26998.0,12909.0,Low,False
830,Employee_830,Sales,South,Female,34.0,100218.0,2017-04-09,4.0,28612.0,12527.25,High,False
1096,Employee_1096,HR,North,Female,33.0,85430.0,2017-12-31,2.0,29396.0,10678.75,Medium,False
427,Employee_427,Sales,South,Male,59.0,49332.0,2016-03-02,5.0,16450.0,5481.333333333333,Low,False
2146,Employee_2146,Marketing,North,Male,36.0,105082.0,2020-11-15,5.0,1280.0,21016.4,High,False
3136,Employee_3136,IT,West,Male,34.0,117354.0,2023-08-02,4.0,41864.0,58677.0,High,False
4161,Employee_4161,Sales,North,Female,58.0,118669.0,2026-05-23,3.0,24288.0,-118669.0,High,False
4065,Employee_4065,HR,East,Male,39.0,83276.0,2026-02-16,2.0,44321.0,-83276.0,Medium,False
4343,Employee_4343,Marketing,West,Female,26.0,63000.0,2026-11-21,2.0,19856.0,-63000.0,Medium,False
4952,Employee_4952,IT,North,Male,24.0,41439.0,2028-07-22,3.0,20830.0,-13813.0,Low,False
3581,Employee_3581,Marketing,South,Male,20.0,60802.0,2024-10-20,1.0,47686.0,60802.0,Medium,False
4231,Employee_4231,Marketing,North,Female,58.0,46058.0,2026-08-01,3.0,32249.0,-46058.0,Low,False
2663,Employee_2663,IT,North,Male,48.0,38800.0,2022-04-16,5.0,22018.0,12933.333333333334,Low,False
2706,Employee_2706,Finance,South,Male,45.0,117328.0,2022-05-29,5.0,18076.0,39109.333333333336,High,False
1324,Employee_1324,Marketing,North,Female,27.0,55407.0,2018-08-16,5.0,42013.0,7915.285714285715,Medium,False
4130,Employee_4130,Marketing,North,Female,34.0,118591.0,2026-04-22,4.0,10519.0,-118591.0,High,False
3985,Employee_3985,Sales,West,Male,37.0,49622.0,2025-11-28,4.0,7693.0,inf,Low,False
4826,Employee_4826,HR,South,Female,22.0,89046.0,2028-03-18,5.0,27321.0,-29682.0,Medium,False
4460,Employee_4460,Finance,North,Female,29.0,110263.0,2027-03-18,2.0,5560.0,-55131.5,High,False
2884,Employee_2884,Sales,East,Male,37.0,35207.0,2022-11-23,5.0,23449.0,11735.666666666666,Low,False
2118,Employee_2118,HR,West,Female,26.0,65011.0,2020-10-18,4.0,17668.0,13002.2,Medium,False
654,Employee_654,Marketing,West,Female,53.0,66253.0,2016-10-15,4.0,43674.0,7361.444444444444,Medium,False
4437,Employee_4437,Sales,South,Female,43.0,61050.0,2027-02-23,3.0,49967.0,-30525.0,Medium,False
1019,Employee_1019,HR,North,Male,49.0,41584.0,2017-10-15,2.0,24782.941200242472,5198.0,Low,False
89,Employee_89,Finance,South,Male,42.0,108411.0,2015-03-30,2.0,15674.0,10841.1,High,False
1130,Employee_1130,HR,North,Female,58.0,70309.0,2018-02-03,2.0,30802.0,10044.142857142857,Medium,False
3774,Employee_3774,IT,West,Male,46.0,72354.0,2025-05-01,2.0,24007.0,inf,Medium,False
9,Employee_9,IT,West,Female,36.0,119779.0,2015-01-09,1.0,26082.0,11977.9,High,False
1887,Employee_1887,Sales,South,Male,45.0,76546.0,2020-03-01,3.0,37488.0,15309.2,Medium,False
1663,Employee_1663,HR,East,Male,53.0,81052.0,2019-07-21,1.0,46540.0,13508.666666666666,Medium,False
3911,Employee_3911,IT,West,Female,47.0,45860.0,2025-09-15,4.0,6696.0,inf,Low,False
682,Employee_682,Marketing,East,Female,26.0,110543.0,2016-11-12,1.0,14983.0,12282.555555555555,High,False
3659,Employee_3659,Marketing,South,Male,44.0,41252.0,2025-01-06,3.0,9300.0,inf,Low,False
145,Employee_145,Finance,South,Male,42.0,80822.0,2015-05-25,2.0,47398.0,8082.2,Medium,False
995,Employee_995,Marketing,South,Male,47.0,46489.0,2017-09-21,3.0,16548.0,5811.125,Low,False
3653,Employee_3653,Marketing,West,Male,53.0,53867.0,2024-12-31,4.0,2280.0,53867.0,Medium,False
1742,Employee_1742,Sales,East,Female,25.0,74227.0,2019-10-08,4.0,33787.0,12371.166666666666,Medium,False
3341,Employee_3341,Finance,West,Male,35.0,54718.0,2024-02-23,1.0,1160.0,54718.0,Medium,False
3836,Employee_3836,IT,East,Female,41.0,115442.0,2025-07-02,1.0,7160.0,inf,High,False
2742,Employee_2742,HR,North,Male,36.0,41091.0,2022-07-04,4.0,2501.0,13697.0,Low,False
152,Employee_152,Sales,East,Female,25.0,60029.0,2015-06-01,5.0,19169.0,6002.9,Medium,False
1671,Employee_1671,IT,East,Male,57.0,113114.0,2019-07-29,1.0,14133.0,18852.333333333332,High,False
3918,Employee_3918,Marketing,East,Male,25.0,60737.0,2025-09-22,5.0,45202.0,inf,Medium,False
1832,Employee_1832,HR,South,Male,25.0,78426.0,2020-01-06,5.0,25551.0,15685.2,Medium,False
241,Employee_241,IT,North,Male,45.0,52699.0,2015-08-29,1.0,24782.941200242472,5269.9,Medium,False
849,Employee_849,Sales,East,Male,38.0,85467.0,2017-04-28,5.0,48650.0,10683.375,Medium,False
2173,Employee_2173,HR,North,Male,29.0,78702.0,2020-12-12,5.0,40278.0,15740.4,Medium,False
1882,Employee_1882,Finance,South,Male,24.0,64510.0,2020-02-25,2.0,4052.0,12902.0,Medium,False
857,Employee_857,IT,North,Female,55.0,78245.0,2017-05-06,3.0,4628.0,9780.625,Medium,False
3356,Employee_3356,Finance,South,Female,36.0,109570.0,2024-03-09,1.0,21321.0,109570.0,High,False
1414,Employee_1414,Marketing,West,Male,58.0,81761.0,2018-11-14,4.0,10209.0,11680.142857142857,Medium,False
965,Employee_965,IT,North,Female,36.0,56445.0,2017-08-22,4.0,37345.0,7055.625,Medium,False
1418,Employee_1418,HR,South,Female,40.0,77565.0,2018-11-18,4.0,11004.0,11080.714285714286,Medium,False
2750,Employee_2750,IT,South,Female,50.0,70409.0,2022-07-12,4.0,11223.0,23469.666666666668,Medium,False
458,Employee_458,IT,South,Female,27.0,43423.0,2016-04-02,2.0,11507.0,4824.777777777777,Low,False
1104,Employee_1104,IT,North,Male,37.0,46076.0,2018-01-08,5.0,47358.0,6582.285714285715,Low,False
1437,Employee_1437,Marketing,West,Male,49.0,75485.0,2018-12-07,2.0,20817.0,10783.57142857143,Medium,False
4760,Employee_4760,HR,South,Female,41.0,67630.0,2028-01-12,2.0,19979.0,-22543.333333333332,Medium,False
4085,Employee_4085,Finance,South,Male,36.0,48802.0,2026-03-08,2.0,35084.0,-48802.0,Low,False
1591,Employee_1591,Finance,South,Female,35.0,74621.0,2019-05-10,4.0,30880.0,12436.833333333334,Medium,False
3387,Employee_3387,IT,North,Male,56.0,75733.0,2024-04-09,1.0,39447.0,75733.0,Medium,False
466,Employee_466,HR,East,Female,43.0,106970.0,2016-04-10,2.0,40664.0,11885.555555555555,High,False
2674,Employee_2674,Finance,West,Male,22.0,103719.0,2022-04-27,1.0,40786.0,34573.0,High,False
3258,Employee_3258,IT,East,Female,59.0,72926.0,2023-12-02,5.0,24782.941200242472,36463.0,Medium,False
4294,Employee_4294,Marketing,South,Male,47.0,59367.0,2026-10-03,3.0,31899.0,-59367.0,Medium,False
1787,Employee_1787,HR,South,Male,39.0,45935.0,2019-11-22,2.0,31379.0,7655.833333333333,Low,False
1719,Employee_1719,HR,North,Male,57.0,90309.0,2019-09-15,3.0,27712.0,15051.5,Medium,False
101,Employee_101,Finance,North,Female,21.0,55063.0,2015-04-11,4.0,18789.0,5506.3,Medium,False
4029,Employee_4029,HR,North,Male,20.0,54425.0,2026-01-11,5.0,24120.0,-54425.0,Medium,False
1706,Employee_1706,IT,North,Male,21.0,32451.0,2019-09-02,1.0,14120.0,5408.5,Low,False
3320,Employee_3320,HR,West,Male,30.0,32080.0,2024-02-02,2.0,35303.0,32080.0,Low,False
1050,Employee_1050,Sales,West,Male,40.0,71965.0,2017-11-15,5.0,41012.0,8995.625,Medium,False
1407,Employee_1407,Marketing,South,Male,36.0,90760.0,2018-11-07,1.0,23280.0,12965.714285714286,Medium,False
3626,Employee_3626,HR,North,Female,40.0,81127.0,2024-12-04,2.0,11424.0,81127.0,Medium,False
4193,Employee_4193,Marketing,West,Male,41.0,36040.0,2026-06-24,2.0,5728.0,-36040.0,Low,False
